Gene,mut.rate,dn.LoF,case.LoF,ctrl.LoF,trans.LoF,ntrans.LoF,dn.mis3,case.mis3,ctrl.mis3,trans.mis3,ntrans.mis3,BF.dn,BF,qvalue.dn,qvalue,pval.TADA
COL10A1,2.37E-05,0,0,1,1,0,0,7,14,0,1,0.763055755,0.857255295,0.93093604,0.876590702,0.217200961
LHX9,2.39E-05,0,1,1,0,0,0,1,4,4,1,0.761421429,0.857239658,0.931080054,0.87660798,0.217204697
PFAS,6.72E-05,0,4,8,1,3,1,14,33,9,9,2.022903171,0.857189618,0.71008297,0.87662525,0.217213237
VPS13D,0.000173125,0,2,2,0,0,1,28,70,34,22,0.595124746,0.856777822,0.937718092,0.876642517,0.21727462
RNF150,2.39E-05,0,1,1,0,0,0,2,8,2,1,0.761507351,0.856425302,0.931074743,0.876659782,0.217363224
MORN1,2.36E-05,0,1,3,2,1,0,4,18,5,5,0.76383124,0.856071605,0.930873435,0.876677042,0.217430478
C1R,2.39E-05,0,0,1,1,0,0,4,6,1,6,0.761163725,0.855793138,0.93110305,0.876694299,0.217489725
CSRNP2,2.41E-05,0,0,0,1,1,0,2,5,4,1,0.759448125,0.855364043,0.931219387,0.876711553,0.217564452
ITPKB,5.36E-05,0,1,0,0,0,0,3,9,0,4,0.547038085,0.854802046,0.938567566,0.876728806,0.217672805
WNT5B,2.42E-05,0,0,1,1,0,0,1,4,0,1,0.758506336,0.854445492,0.931286058,0.876746056,0.217753936
PKP3,3.73E-05,0,1,2,1,0,0,6,32,10,3,0.655001435,0.854044742,0.936228708,0.876763303,0.217824393
DHRS9,1.19E-05,0,3,6,1,0,0,3,7,2,0,0.872233208,0.853934725,0.910775242,0.876780543,0.217855885
DOK7,2.41E-05,0,2,4,1,0,0,8,32,4,5,0.759448125,0.853772432,0.931221144,0.876797778,0.217887377
DUSP7,2.43E-05,0,0,0,1,1,0,1,3,1,4,0.758078671,0.85357636,0.931331526,0.876815006,0.21795463
TRIM50,2.42E-05,0,1,1,0,0,0,2,9,2,2,0.758335239,0.853116611,0.931307061,0.876832233,0.218052309
CCDC87,3.81E-05,0,1,5,3,0,0,4,16,2,8,0.649193841,0.85290257,0.936399796,0.876849455,0.21811636
SPG21,1.09E-05,0,1,3,1,0,0,0,5,1,0,0.882456736,0.852856447,0.905861247,0.876866669,0.218149453
FHAD1,5.27E-05,0,1,0,0,0,0,0,0,0,0,0.552465406,0.852701623,0.938495315,0.876883876,0.218217774
C7orf46,1.16E-05,0,2,3,0,0,0,4,3,5,1,0.87522669,0.852701333,0.909428042,0.876901076,0.218217774
CHUK,2.47E-05,0,0,1,1,0,0,2,12,0,1,0.754666768,0.852651686,0.931588188,0.876918267,0.218236456
OR51L1,1.06E-05,0,1,3,1,0,0,2,13,7,8,0.88518473,0.852633585,0.904099125,0.876935451,0.218244462
NOC2L,4.19E-05,0,3,9,1,2,1,11,17,8,6,2.759979348,0.852303878,0.682038824,0.876952631,0.218334134
PIF1,2.43E-05,0,1,4,2,0,0,4,14,3,10,0.757480379,0.852081338,0.93137164,0.876969806,0.218429677
TACSTD2,2.45E-05,0,1,1,0,0,0,1,3,0,0,0.756200054,0.851437201,0.93146552,0.876986982,0.2185834
ANXA10,1.09E-05,0,1,3,1,0,0,1,5,2,1,0.881851758,0.851159035,0.906114362,0.877004153,0.218631972
FAM83A,2.46E-05,0,1,1,0,0,0,2,9,2,6,0.755177487,0.850997698,0.931553724,0.877021318,0.218673072
FERMT3,3.79E-05,0,2,2,0,0,0,4,11,4,5,0.650640475,0.850757646,0.936352619,0.877038478,0.218713104
RPP30,1.10E-05,0,1,2,1,1,0,3,5,1,2,0.88144869,0.850539274,0.906269244,0.877055633,0.21877075
DTNBP1,1.24E-05,0,3,6,1,0,0,0,2,7,5,0.866872965,0.850218787,0.91290433,0.877072784,0.218842274
FANCG,2.44E-05,0,3,4,0,0,0,1,6,3,2,0.756967966,0.849509078,0.931408208,0.877089937,0.219050974
ARHGEF25,2.48E-05,0,1,1,0,0,0,6,14,5,1,0.753646456,0.849016179,0.931663788,0.877107088,0.219156659
FAM149A,2.48E-05,0,0,1,1,0,0,1,16,5,4,0.753391612,0.848570235,0.931686067,0.877124237,0.219277822
SHC3,2.47E-05,0,0,1,1,0,0,1,7,2,1,0.753986393,0.848399924,0.931646634,0.87714138,0.219320523
TAS2R60,1.13E-05,0,1,2,1,1,0,2,3,0,2,0.878231349,0.848029621,0.908017371,0.87715852,0.219414999
CORO7,5.27E-05,0,1,3,2,0,0,11,46,7,10,0.552465406,0.847855375,0.938492185,0.877175655,0.219464105
TRIP6,2.47E-05,0,1,0,0,1,0,4,11,5,4,0.754241456,0.847694451,0.931620872,0.877192783,0.219498799
PRPF31,2.48E-05,0,1,0,0,1,0,3,3,1,3,0.753561497,0.847675492,0.931670646,0.877209903,0.219504137
HLA-C,2.48E-05,0,0,3,3,1,0,2,0,1,0,0.753816404,0.847631502,0.931653497,0.877227016,0.219504137
CLK3,2.51E-05,0,1,1,0,0,0,3,16,1,1,0.750679101,0.847098452,0.931871825,0.877244128,0.219654657
SYT12,2.47E-05,0,1,1,0,0,0,4,16,5,6,0.754241456,0.846918563,0.931619154,0.877261234,0.219707499
CASD1,2.49E-05,0,0,1,1,0,0,3,11,2,4,0.752542809,0.846752793,0.931744207,0.877278335,0.219752869
HSPA8,2.50E-05,0,1,0,0,1,0,1,0,1,0,0.751779776,0.84656828,0.931798751,0.877295429,0.219793435
DSG3,3.85E-05,0,2,1,0,1,0,2,15,6,7,0.64631105,0.845720761,0.936491171,0.877312527,0.220019749
FBXO34,2.51E-05,0,1,1,0,0,0,1,9,3,2,0.751271554,0.845170064,0.931831072,0.877329625,0.220167601
ATAD3B,3.80E-05,0,1,4,1,4,1,2,21,1,1,2.897401603,0.845129822,0.672490514,0.877346715,0.220172405
ANXA3,1.15E-05,0,2,1,0,2,0,1,7,4,4,0.876026838,0.844951945,0.909058798,0.877363799,0.220231652
DROSHA,5.44E-05,0,1,0,0,0,0,1,17,7,5,0.542262401,0.844717225,0.93863861,0.877380878,0.220296771
CENPO,1.17E-05,0,1,3,1,0,0,2,4,1,0,0.874627101,0.844335805,0.909802937,0.877397954,0.220405658
TEKT3,2.36E-05,0,3,10,2,4,1,0,14,2,3,3.473905841,0.844166024,0.617901609,0.877415025,0.220433947
NLRP10,2.51E-05,0,0,1,1,0,0,6,6,0,7,0.750763706,0.843736191,0.931868432,0.877432093,0.220547104
DKKL1,1.18E-05,0,0,3,2,0,0,0,5,2,1,0.873628778,0.843725446,0.910213338,0.877449153,0.220550841
RRN3,2.53E-05,0,0,1,1,0,0,1,2,0,2,0.749073573,0.843578373,0.931985125,0.877466207,0.220585001
CASP4,1.22E-05,0,1,3,1,0,0,3,21,4,6,0.869647864,0.84337345,0.911902754,0.877483256,0.220652255
FZD6,2.52E-05,0,1,1,0,0,0,4,10,2,5,0.750171688,0.84322675,0.931910792,0.877500299,0.220677876
LRRC48,2.52E-05,0,3,4,0,0,0,4,16,2,3,0.750425348,0.842950911,0.93189894,0.877517337,0.2207494
TBK1,2.53E-05,0,1,1,0,0,0,6,13,1,1,0.749664648,0.842271592,0.93195137,0.877534376,0.220903122
PLSCR4,1.19E-05,0,1,2,1,1,0,3,3,1,1,0.872133618,0.842191052,0.910857572,0.877551409,0.220914331
PLD4,2.55E-05,0,2,4,1,0,0,0,6,1,2,0.747808687,0.841793081,0.932096053,0.877568439,0.221011476
POLA2,2.51E-05,0,2,4,1,0,0,6,17,5,2,0.750763706,0.841680849,0.931870129,0.877585462,0.221049907
PHYH,1.19E-05,0,0,3,2,0,0,4,9,2,4,0.872432427,0.841187038,0.910704392,0.877602484,0.22114545
NOL11,2.61E-05,0,1,1,0,0,0,2,13,0,2,0.742939601,0.840965991,0.932447811,0.877619501,0.221200961
MPP5,2.54E-05,0,1,1,0,0,0,3,12,4,4,0.748398678,0.8408039,0.932044039,0.877636511,0.221236723
TXNDC11,3.91E-05,0,2,3,2,2,0,5,19,10,4,0.642012916,0.840735995,0.936628239,0.877653515,0.221258073
CORO1A,2.57E-05,0,0,1,1,0,0,1,6,0,0,0.746041747,0.840720428,0.932227919,0.877670511,0.221268748
SLITRK5,5.50E-05,0,1,0,0,0,0,0,8,7,2,0.538710361,0.839816264,0.938689357,0.877687511,0.221477982
ANKDD1A,2.51E-05,0,1,4,2,0,0,5,24,10,7,0.750763706,0.839649566,0.931866736,0.877704505,0.221506805
NOL9,2.56E-05,0,1,1,0,0,0,6,14,2,0,0.74696672,0.839380813,0.932159603,0.877721495,0.221596477
CEACAM19,1.23E-05,0,2,3,0,0,0,2,9,2,1,0.86875488,0.838332608,0.91221152,0.877738491,0.221865492
TINAGL1,2.58E-05,0,1,1,0,0,0,4,14,3,5,0.745453776,0.837991893,0.932279395,0.877755484,0.221942888
ABCC11,6.03E-05,0,7,7,4,8,0,15,36,10,14,0.508409338,0.837788654,0.939079935,0.877772472,0.221973846
ABCD3,2.61E-05,0,0,1,1,0,0,5,8,4,2,0.742688691,0.837510583,0.932469167,0.877789455,0.222050173
FAM50B,2.59E-05,0,0,1,1,0,0,1,5,3,1,0.744446998,0.837422662,0.932342308,0.877806431,0.22207953
CNTNAP5,5.56E-05,0,1,0,0,0,0,5,26,4,5,0.535183581,0.837247655,0.938732358,0.877823402,0.222111022
SYN3,2.60E-05,0,1,0,0,1,0,7,10,4,5,0.743023258,0.837048675,0.932442878,0.877840367,0.222149453
ISL2,2.61E-05,0,0,1,1,0,0,2,3,4,2,0.742270712,0.836579591,0.932508518,0.877857331,0.222261009
PLA2G4A,2.60E-05,0,1,1,0,0,0,0,3,3,1,0.743441697,0.836530592,0.93241161,0.877874287,0.222268481
STRN,2.62E-05,0,0,1,1,0,0,0,5,1,1,0.742103592,0.83628249,0.932526524,0.877891239,0.222343742
PIAS3,2.58E-05,0,1,1,0,0,0,7,16,2,2,0.744698554,0.836190292,0.932324116,0.877908183,0.222364558
C14orf37,2.75E-05,0,0,5,5,2,0,5,22,3,6,0.731245821,0.835708337,0.933211598,0.877925127,0.222482519
ZNF25,1.38E-05,0,3,5,1,1,0,2,6,3,3,0.853725746,0.835418,0.916971019,0.877942066,0.22257486
LIPK,1.28E-05,0,1,3,1,0,0,0,13,3,1,0.862925515,0.835302502,0.914193376,0.877958999,0.222605284
MED1,5.53E-05,0,0,0,1,0,0,5,19,6,8,0.536943826,0.835057298,0.938716417,0.877975927,0.222677342
MXRA8,2.65E-05,0,1,1,0,0,0,4,6,4,0,0.738936074,0.83492473,0.932729984,0.877992849,0.2227083
SLC4A5,5.40E-05,0,1,2,2,1,0,10,45,8,10,0.544644557,0.834769285,0.93860699,0.878009765,0.22276221
CCDC154,2.53E-05,0,1,1,0,0,0,0,0,0,0,0.7492424,0.834422176,0.931973316,0.878026678,0.22288284
OR6T1,1.27E-05,0,1,3,1,0,0,1,5,6,4,0.863910541,0.834167159,0.913910648,0.878043586,0.222931946
ZNF474,1.27E-05,0,1,3,1,0,0,1,7,3,2,0.863910541,0.833568946,0.913925634,0.878060494,0.223054177
RSPH6A,3.97E-05,0,2,2,0,0,0,5,25,9,11,0.637745826,0.832782749,0.936747625,0.878077405,0.223244195
AMPH,2.78E-05,0,1,1,0,0,0,2,27,3,3,0.728210489,0.832560553,0.933386513,0.878094311,0.223295436
NUMB,2.63E-05,0,1,1,0,0,0,3,11,5,7,0.741185164,0.832396826,0.932583699,0.878111212,0.223321591
QTRT1,2.73E-05,0,1,1,0,0,0,0,15,1,1,0.732233204,0.832377797,0.933149792,0.878128104,0.223325327
FCHSD2,2.63E-05,0,0,1,1,0,0,1,15,7,0,0.740768105,0.832181424,0.9326163,0.878144992,0.223363758
SUN3,1.36E-05,0,0,3,2,0,0,1,14,1,2,0.855674173,0.831866195,0.916457606,0.878161875,0.223446491
OR1B1,1.28E-05,0,2,3,0,0,0,5,10,3,6,0.862925515,0.831540483,0.914208138,0.878178755,0.223520149
SEC23A,2.65E-05,0,1,1,0,0,0,3,13,3,5,0.738852917,0.831294172,0.932739698,0.878195631,0.223570323
RIN1,2.74E-05,0,1,1,0,0,0,4,21,1,5,0.731574788,0.831214004,0.933195769,0.878212499,0.223580464
ZNF696,2.66E-05,0,0,1,1,0,0,2,5,1,1,0.738686633,0.831032492,0.932757493,0.878229362,0.223630638
ZNF251,2.68E-05,0,0,1,1,0,0,1,5,0,2,0.737026034,0.830947791,0.932868727,0.878246218,0.223650387
OAS2,2.83E-05,0,2,5,3,2,0,4,22,4,9,0.72413043,0.83022145,0.933605388,0.878263076,0.223846277
TSPAN14,1.31E-05,0,0,1,2,2,0,2,7,2,2,0.86007584,0.829868924,0.915208167,0.878279931,0.223900187
MORN3,1.32E-05,0,0,3,2,0,0,1,16,7,9,0.85919354,0.829865648,0.915476114,0.878296778,0.223901788
MTMR7,2.68E-05,0,1,1,0,0,0,3,16,4,5,0.736445784,0.828564523,0.932904064,0.878313635,0.224175073
CNNM3,2.68E-05,0,1,0,0,1,0,5,8,0,4,0.736777295,0.828374937,0.932876764,0.878330487,0.224206031
MYT1,5.61E-05,0,1,0,0,0,0,5,23,6,5,0.532263754,0.827992753,0.93877712,0.878347335,0.224285562
CD44,2.69E-05,0,1,4,2,0,0,3,10,8,5,0.736280089,0.827701523,0.932912087,0.87836418,0.224344275
ST6GALNAC1,2.71E-05,0,0,0,1,1,0,5,12,6,3,0.73462537,0.827588082,0.933027271,0.878381018,0.224382172
KIAA1210,5.65E-05,0,1,0,0,0,0,0,1,0,0,0.529940349,0.827268825,0.938810781,0.878397853,0.224491593
TIMM44,2.70E-05,0,0,0,1,1,0,2,6,2,1,0.735121361,0.826797231,0.932979354,0.878414686,0.224611156
LEPREL2,2.67E-05,0,2,3,1,1,0,3,22,9,8,0.737938861,0.826193746,0.932809163,0.878431519,0.224754737
OR10S1,1.42E-05,0,0,2,2,1,0,0,10,0,1,0.849552948,0.826190207,0.918160175,0.878448345,0.224754737
FAM194B,2.62E-05,0,1,1,0,0,0,0,0,0,0,0.741685971,0.826006674,0.932552682,0.878465165,0.224821457
RNF167,1.56E-05,0,0,7,1,1,1,3,9,3,1,3.846540874,0.825983946,0.551434684,0.878481977,0.224829997
WDR75,2.69E-05,0,0,0,1,1,0,6,17,3,2,0.735617716,0.825885809,0.932961754,0.878498783,0.224862023
SERPINB8,1.39E-05,0,0,1,2,2,0,1,7,0,3,0.852170479,0.825879444,0.917399937,0.878515581,0.224864692
WDR60,4.13E-05,0,1,2,1,0,0,5,25,3,6,0.626516858,0.825707393,0.937031502,0.878532374,0.224902589
GRSF1,1.36E-05,0,1,3,1,0,0,2,6,4,2,0.855186613,0.825475882,0.916557171,0.878549161,0.224953296
IRS1,7.05E-05,0,2,1,0,0,0,7,22,8,7,0.455173506,0.825112338,0.939575723,0.878565946,0.225047772
ACTR6,1.38E-05,0,0,0,2,3,0,5,4,0,1,0.853920372,0.824806164,0.916869521,0.878582727,0.22514118
SERHL2,1.50E-05,0,3,4,1,2,0,3,6,0,2,0.842231914,0.824796441,0.919837874,0.8785995,0.225151321
IGDCC3,4.08E-05,0,0,1,2,1,0,5,15,5,1,0.630002656,0.824561724,0.936923402,0.878616269,0.22522071
GOLIM4,2.71E-05,0,2,1,1,3,0,3,27,7,3,0.734294912,0.824535698,0.933043214,0.87863303,0.225226581
NDRG3,1.38E-05,0,1,2,1,1,0,2,8,5,2,0.853920372,0.82409102,0.916899188,0.878649789,0.225350414
HEPHL1,4.44E-05,0,4,15,3,1,1,9,22,1,13,2.675603275,0.82352105,0.68774866,0.878666548,0.225459835
PAX3,2.74E-05,0,1,0,0,1,0,1,2,5,6,0.731574788,0.823085329,0.933192602,0.878683305,0.225589538
TTC4,1.39E-05,0,1,3,1,0,0,1,6,6,5,0.853044937,0.822890964,0.917197196,0.878700057,0.225638644
AKT2,2.74E-05,0,1,1,0,0,0,3,7,1,4,0.731410284,0.822826411,0.933200519,0.878716802,0.225655725
NAP1L4,1.49E-05,0,1,1,1,2,0,4,1,4,0,0.843287278,0.822685981,0.91957193,0.878733541,0.225703763
GPI,2.74E-05,0,0,0,1,1,0,7,13,5,6,0.731410284,0.82259505,0.933203686,0.878750273,0.225732052
FKBP9,2.77E-05,0,1,0,0,1,0,3,21,3,0,0.729685422,0.822424905,0.933307894,0.878766999,0.225800374
SMYD3,1.48E-05,0,1,3,1,0,0,1,22,3,1,0.843767464,0.822044963,0.919444634,0.878783723,0.225903389
SERPINA9,1.55E-05,0,3,5,1,1,0,1,9,2,5,0.836881379,0.821778896,0.921014506,0.878800443,0.225962103
PANK1,2.76E-05,0,1,1,0,0,0,2,7,3,1,0.730506233,0.821514353,0.933262171,0.878817159,0.226032559
ENOX1,2.77E-05,0,0,1,1,0,0,5,9,4,3,0.729603397,0.821431479,0.933314194,0.878833867,0.226054444
GRHL3,2.75E-05,0,1,1,0,0,0,4,15,5,4,0.731163604,0.82088513,0.93322109,0.878850576,0.226231118
SLC39A6,2.77E-05,0,1,1,0,0,0,3,6,1,2,0.729685422,0.820623217,0.933309469,0.87886728,0.226306378
SPAG1,2.76E-05,0,1,4,2,0,0,2,12,3,4,0.730506233,0.820580819,0.93326375,0.878883977,0.226319722
MRPL3,1.42E-05,0,0,2,2,1,0,1,10,2,0,0.849359405,0.820392571,0.918234755,0.878900668,0.226351214
TWISTNB,1.43E-05,0,1,2,1,1,0,0,3,1,2,0.848585712,0.82012156,0.918429484,0.878917355,0.226433413
XPNPEP1,2.78E-05,0,1,1,0,0,0,1,6,2,1,0.728783689,0.819929527,0.933364525,0.878934038,0.226479851
DNM1L,2.78E-05,0,0,1,1,0,0,2,11,3,2,0.728865614,0.81961654,0.933351952,0.878950716,0.226545503
PDCD6IP,2.78E-05,0,1,1,0,0,0,2,4,0,0,0.728210489,0.819537175,0.933389653,0.878967388,0.226585001
CBX2,2.75E-05,0,1,4,2,0,0,4,19,5,5,0.730917015,0.819442906,0.933228997,0.878984053,0.226622365
ABLIM3,3.24E-05,0,1,1,0,0,0,4,40,4,12,0.691828413,0.819111383,0.93505839,0.879000715,0.226707766
GIGYF1,5.54E-05,0,3,2,0,1,0,5,21,5,8,0.53635638,0.81875167,0.938721194,0.879017374,0.226796904
ZNF624,2.80E-05,0,0,1,1,0,0,2,1,2,2,0.727065559,0.818713928,0.933436713,0.879034026,0.226802242
ORC4,1.44E-05,0,0,2,2,1,0,3,8,3,1,0.848199153,0.81840189,0.918499048,0.879050674,0.226860955
PVRL4,2.77E-05,0,1,0,0,1,0,6,19,5,6,0.729439375,0.81835232,0.933326786,0.879067315,0.226879637
PTK2,4.14E-05,0,2,2,0,0,0,5,10,5,8,0.625822217,0.818313685,0.937058146,0.879083949,0.226884441
DCTN1,5.71E-05,0,1,0,0,0,0,11,31,4,7,0.526475872,0.818039716,0.938863841,0.879100579,0.226957566
CGNL1,5.66E-05,0,0,4,0,0,1,3,43,6,11,2.301962894,0.817691617,0.701035256,0.879117206,0.227049907
PNMT,1.52E-05,0,0,2,2,1,0,1,14,1,3,0.840029884,0.817601244,0.920291645,0.879133826,0.227055778
SLC2A6,2.80E-05,0,0,0,1,1,0,1,8,4,3,0.726902158,0.817209096,0.933447685,0.879150444,0.22714118
OCEL1,1.56E-05,0,1,2,1,1,0,1,12,0,5,0.836690973,0.817121113,0.921041047,0.879167055,0.227171604
TAF8,1.49E-05,0,1,3,1,0,0,0,14,3,2,0.842615517,0.816966462,0.919741334,0.87918366,0.2272079
SLC8A2,5.77E-05,0,1,0,0,0,0,1,9,1,0,0.523035982,0.816823061,0.938936392,0.87920026,0.227242594
BEST4,1.46E-05,0,1,3,1,0,0,1,5,2,1,0.846269229,0.81681495,0.91891068,0.879216852,0.227245797
GDF5,2.81E-05,0,0,1,1,0,0,5,7,1,1,0.725759464,0.816542583,0.933514944,0.87923344,0.227301308
MZF1,4.18E-05,0,1,0,1,2,0,2,7,2,6,0.623052009,0.81652887,0.93712771,0.87925002,0.227309314
LEPR,2.81E-05,0,1,1,0,0,0,5,20,9,3,0.72584102,0.816159492,0.933508695,0.879266598,0.227383507
FAT4,0.000200552,0,0,2,0,1,2,37,129,34,24,1.956315483,0.816013075,0.711480596,0.87928317,0.227434214
ANKRD29,1.46E-05,0,1,3,1,0,0,4,19,4,3,0.846172858,0.815999332,0.9189295,0.879299734,0.227441153
HDC,2.81E-05,0,1,1,0,0,0,4,8,2,5,0.726004162,0.815910494,0.933500881,0.879316292,0.227453963
FSTL5,2.80E-05,0,1,1,0,0,0,9,20,6,11,0.726902158,0.814682454,0.933444551,0.879332859,0.22776728
PNPLA7,7.76E-05,0,3,5,1,4,1,16,48,17,23,1.784303525,0.814657731,0.717034236,0.879349418,0.227772618
NLRP11,4.20E-05,0,0,2,2,0,0,2,12,3,3,0.621671904,0.814326804,0.937160297,0.879365974,0.227877235
CWC22,2.84E-05,0,1,1,0,0,0,2,8,2,5,0.723236156,0.814170404,0.933659779,0.879382525,0.227925807
RFX3,2.84E-05,0,1,1,0,0,0,3,2,1,3,0.723317404,0.813860412,0.933655122,0.879399071,0.228024553
SFXN4,1.49E-05,0,1,3,1,0,0,4,4,1,3,0.843287278,0.813854928,0.919575552,0.879415611,0.228029357
PEPD,2.82E-05,0,1,1,0,0,0,11,25,7,8,0.724944449,0.813605261,0.933552416,0.879432146,0.228107286
TUSC3,1.50E-05,0,2,3,0,0,0,3,8,0,2,0.842327797,0.813600771,0.919809328,0.879448673,0.228113157
COX15,1.62E-05,0,3,6,1,0,0,1,8,3,5,0.830150744,0.813336224,0.922297532,0.879465196,0.228192154
CASQ1,1.68E-05,0,4,6,0,0,0,0,15,4,6,0.824883598,0.81323928,0.923317022,0.879481713,0.228209234
MGAT5,2.86E-05,0,1,1,0,0,0,2,3,1,5,0.721937536,0.812337937,0.933718715,0.879498234,0.228412597
ZNF695,1.54E-05,0,1,1,1,2,0,1,8,1,5,0.837929452,0.812234157,0.920810734,0.879514749,0.228439819
TMPRSS11A,1.51E-05,0,2,2,0,1,0,2,14,4,4,0.84127374,0.812066211,0.920011661,0.879531259,0.228483587
KLHL30,2.99E-05,0,2,1,1,3,0,7,15,12,6,0.711479733,0.812054162,0.934234365,0.879547761,0.228484121
SLITRK6,2.84E-05,0,0,0,1,1,0,6,19,8,7,0.723561207,0.812046356,0.933644253,0.879564255,0.228489992
TULP1,2.87E-05,0,1,1,0,0,0,3,8,0,1,0.721289177,0.811792167,0.933749685,0.879580745,0.228541233
ETV3L,1.53E-05,0,1,1,1,2,0,0,2,0,3,0.838788029,0.811760513,0.920587384,0.879597228,0.228547104
CARNS1,2.89E-05,0,1,1,0,0,0,2,11,1,3,0.719267131,0.811527651,0.933853151,0.879613707,0.228598879
LRRC42,1.60E-05,0,0,2,2,1,0,2,14,0,4,0.832324622,0.811110986,0.921921832,0.879630183,0.228677342
TTC13,2.90E-05,0,0,1,1,0,0,3,15,2,5,0.718540704,0.810988617,0.933882431,0.879646654,0.228713638
THNSL2,1.52E-05,0,0,2,2,1,0,1,11,7,3,0.840412396,0.810228654,0.920208148,0.879663127,0.228865759
TBCK,2.84E-05,0,2,3,1,1,0,5,19,5,3,0.723398662,0.810141219,0.933650464,0.879679593,0.228897785
TCEA3,1.53E-05,0,1,3,1,0,0,3,8,4,1,0.838978954,0.810093935,0.920546444,0.879696053,0.228900987
ADAM30,2.98E-05,0,5,6,0,1,0,7,13,1,3,0.712038631,0.80993857,0.934203938,0.879712507,0.228942087
SPSB2,1.54E-05,0,2,2,0,1,0,1,6,1,0,0.838310924,0.809616482,0.920706213,0.879728958,0.22905471
DMRTC2,1.54E-05,0,1,2,1,1,0,0,7,3,2,0.838024803,0.809188454,0.920773724,0.879745406,0.229134774
MT1X,2.42E-06,0,1,2,0,0,0,0,1,1,0,0.972420327,0.809110348,0.752036076,0.879761849,0.229176942
CBS,3.06E-05,0,0,1,1,0,0,2,23,1,3,0.70591691,0.808593371,0.934494573,0.87977829,0.229306112
SUMF2,1.53E-05,0,0,2,2,1,0,6,15,3,4,0.839169925,0.808304691,0.920505397,0.879794728,0.229370163
ZNF672,2.93E-05,0,0,1,1,0,0,1,8,0,0,0.716527032,0.808285955,0.933997684,0.879811158,0.229374433
GTF3C5,2.92E-05,0,1,1,0,0,0,2,16,12,4,0.716768348,0.808147721,0.933979283,0.879827583,0.229412864
C6orf223,2.48E-06,0,1,2,0,0,0,1,3,3,2,0.97177037,0.808118546,0.753579871,0.879844,0.229427275
SLC28A1,2.95E-05,0,1,1,0,0,0,1,19,5,5,0.714840287,0.807762894,0.934062001,0.879860415,0.229516947
FAHD1,1.55E-05,0,0,2,2,1,0,4,11,1,0,0.837262332,0.807562514,0.920927961,0.879876825,0.22956285
SEMA3C,2.90E-05,0,1,1,0,0,0,4,15,4,7,0.718460039,0.80756217,0.933888591,0.879893227,0.229567654
AKAP4,2.93E-05,0,1,1,0,0,0,0,3,0,0,0.716446613,0.807440315,0.933999216,0.879909623,0.229597011
PITPNM1,7.24E-05,0,1,1,1,0,0,5,26,14,12,0.445942823,0.80737498,0.939645176,0.879926013,0.22960395
MT1H,2.71E-06,0,0,1,1,1,0,0,3,0,0,0.969186437,0.807280265,0.760309144,0.879942396,0.229619963
SEC24D,3.72E-05,0,0,5,0,0,1,4,20,4,6,2.926494664,0.80604676,0.669296107,0.879958788,0.229933814
LRBA,0.0001028,0,1,3,3,0,0,14,73,14,9,0.32284444,0.805783348,0.940263327,0.879975176,0.229986122
PADI1,3.13E-05,0,0,3,1,4,1,4,16,3,0,3.152645587,0.80566316,0.650753404,0.879991558,0.229996797
HAO1,1.57E-05,0,1,2,1,1,0,3,11,3,4,0.835264432,0.805499098,0.921349701,0.880007935,0.230036296
C2orf88,3.01E-06,0,0,2,1,0,0,1,6,1,4,0.965819576,0.804790546,0.771040382,0.880024314,0.230205498
SRRM4,2.99E-05,0,0,1,1,0,0,0,6,0,2,0.711878897,0.804647182,0.934213068,0.880040687,0.230238591
C16orf42,1.60E-05,0,1,3,1,0,0,3,7,5,2,0.832040722,0.804369734,0.92195634,0.880057056,0.23027969
ZZZ3,3.01E-05,0,1,1,0,0,0,7,11,6,3,0.70964671,0.803946741,0.934331468,0.880073423,0.230365092
TNIP1,2.95E-05,0,0,1,1,0,0,8,22,3,10,0.71467987,0.803748318,0.934069653,0.880089785,0.230401922
IL16,5.66E-05,0,1,1,2,2,0,9,43,13,8,0.529361221,0.803123607,0.938820414,0.880106149,0.230564185
DSTYK,4.34E-05,0,1,0,1,2,0,4,14,1,4,0.612103684,0.803060598,0.937346311,0.880122505,0.230575394
GPR84,1.61E-05,0,1,1,1,2,0,6,18,7,3,0.831662352,0.802382785,0.922025144,0.880138863,0.230747264
PABPC4,2.97E-05,0,1,1,0,0,0,1,4,1,1,0.712757915,0.802207599,0.93416738,0.880155216,0.230800641
PTK7,5.43E-05,0,0,3,0,1,1,9,24,11,8,2.367844299,0.802165069,0.699606219,0.880171561,0.230803309
RAB3IP,1.63E-05,0,0,0,2,3,0,1,6,1,3,0.82939606,0.80183913,0.922438116,0.880187904,0.23087857
SVIP,3.29E-06,0,0,2,1,0,0,0,1,0,0,0.962753704,0.801487533,0.783048338,0.880204244,0.230952228
ZBTB8A,1.64E-05,0,0,2,2,1,0,1,5,0,1,0.828265433,0.80078397,0.922652751,0.880220585,0.231114492
IRX1,2.99E-05,0,0,1,1,0,0,1,3,1,0,0.711479733,0.800719518,0.934232844,0.88023692,0.231133707
PNLIPRP3,1.63E-05,0,1,2,1,1,0,1,7,2,2,0.829207506,0.80067456,0.92246852,0.880253248,0.231151321
ZYX,3.00E-05,0,1,1,0,0,0,2,5,5,3,0.710682135,0.800327892,0.934281449,0.880269573,0.231258073
